Year	StudentID	Score	Note	Answer	Normalization	fixing error
2015	50134555	5	incorrect syntax	"SELECT a.name from ((SELECT p.name, COUNT(bid) as bcount, max(bid) as highest) FROM (SELECT oid, bid, COUNT(*) from Sightings GROUP BY oid, bid) JOIN (SELECT * FROM Observers WHERE Observers.oid = oid) P GROUP BY bid HAVING bcount = highest) Q "	"SELECT a.name FROM (SELECT p.name, Count(bid) AS bcount, MAX(bid) AS highest FROM (SELECT oid, bid, Count(*) FROM Sightings GROUP BY oid, bid) JOIN (SELECT * FROM Observers) WHERE Observers.oid = oid) P GROUP BY bid HAVING bcount = highest) Q "	empty
2015	50134558	1	incomplete	empty	empty	empty
2015	50134641		blank	empty	empty	empty
2015	50134644	5	incorrect syntax	"Select O.name from Observers O where O.oid in (Select O.oid, species, count(*) from Observers O JOIN Birds B ON O.bid = B.bid group by B.species)"	"SELECT O.name FROM Observers O WHERE O.oid IN (SELECT O.oid, species, Count(*) FROM Observers O JOIN Birds B ON O.bid = B.bid GROUP BY B.species)"	empty
2015	50134651		blank	empty	empty	empty
2015	50134652	4	empty	"SELECT o.name From Observers o WHERE o.oid = (SELECT oid FROM (SELECT oid, COUNT(*) AS ct FROM Sightings WHERE bid = (SELECT bid FROM Birds) GROUP BY oid ORDER BY ct) LIMIT 1)"	"SELECT o.name FROM Observers o WHERE o.oid = (SELECT oid FROM (SELECT oid, Count(*) AS ct FROM Sightings WHERE bid = (SELECT bid FROM Birds) GROUP BY oid ORDER BY ct) LIMIT 1)"	empty
2015	50134691	1	incomplete	empty	empty	empty
2015	50134713	7	incorrect syntax	"SELECT O.name FROM (SELECT O.oid, O.name, MAX(count) FROM (SELECT b.bid, o.name, COUNT(*) FROM Birds b, Observers o, Sightings s GROUP BY b.bid ORDER BY count DESC) leaderboard GROUP BY b.bid ORDER BY count) WHERE count >= max(count)"	"SELECT O.name FROM (SELECT O.oid, O.name, MAX(count) FROM (SELECT b.bid, o.name, Count(*) FROM Birds b, Observers o, Sightings s GROUP BY b.bid ORDER BY count DESC) leaderboard GROUP BY b.bid ORDER BY count) WHERE count >= max(count)"	empty
2015	50134719	3	empty	"Select o.name FROM (Select Observers.name, count(*) as cnt From Birds, Observers, Sightings where Observers.oid = Sightings.oid and Birds.bid = Sightings.bid GROUP BY Observers.name) AS O ORDER BY cnt DESC"	"SELECT o.name FROM (SELECT Observers.name, Count(*) AS cnt FROM Birds, Observers, Sightings WHERE Observers.oid = Sightings.oid AND Birds.bid = Sightings.bid GROUP BY Observers.name) AS O ORDER BY cnt DESC"	empty
2015	50134722	6	empty	"Select observers.name from Observers where Observers.oid in (select distinct leaderboard.oid from (select observers.oid, count(*) as count_sights from sightings, observers, birds where sightings.oid = observers.oid AND sightings.bid = birds.bid Group By Birds.species HAVING count_sights >= 1 ORDER BY count_sights) leaderboard)"	"SELECT Observers.name FROM Observers WHERE Observers.oid IN (SELECT DISTINCT leaderboard.oid FROM (SELECT Observers.oid, Count(*) AS count_sights FROM Sightings, Observers, Birds WHERE Sightings.oid = Observers.oid AND Sightings.bid = Birds.bid GROUP BY Birds.species HAVING count_sights >= 1 ORDER BY count_sights) leaderboard)"	empty
2015	50134736	6	sort by --> group by	"select oid from Birds NATURAL JOIN Sightings Group by oid, species sort by count(*) DESC"	"SELECT oid FROM Birds NATURAL JOIN Sightings GROUP BY oid, species ORDER BY Count(*) DESC"	empty
2015	50134746	4	empty	"Select DISTINCT names from Observers O, (select species, oid, count(*) from Birds join Sightings group by species, oid order by count(*) DESC) as leaderboard where O.oid = leaderboard.oid and O.oid IN (Select oid from (Select species, oid, count(*) from Birds join Sightings group by species, oid) x)"	"SELECT DISTINCT name FROM Observers O, (SELECT species, oid, Count(*) FROM Birds JOIN Sightings GROUP BY species, oid ORDER BY Count(*) DESC) AS leaderboard WHERE O.oid = leaderboard.oid AND O.oid IN (SELECT oid FROM (SELECT species, oid, Count(*) FROM Birds JOIN Sightings GROUP BY species, oid) x)"	empty
2015	50134753	1	incomplete	"Select O.name from Observers O where O.oid = (Select O.oid from Observers O, Sightings S where O.oid = S.oid and S.oid = (select"	empty	empty
2015	50134760	3	empty	"SELECT NAME, COUNT(OID) FROM OBSERVERS O, (SELECT BID FROM BIRDS) B, (SELECT OID, BID FROM SIGHTINGS GROUP BY BID) ST Where B.BID = ST.BID and O.OID = ST.OID"	"SELECT name, Count(oid) FROM Observers O, (SELECT bid FROM Birds) B, (SELECT oid, bid FROM Sightings GROUP BY bid) ST WHERE B.bid = ST.bid and O.oid = ST.oid"	empty
2015	50134769	3	incomplete	empty	empty	empty
2015	50134835	8	change some name to fit the query	"select observers.name from sightings, birds, observers where observers.oid = sightings.oid and birds.bid = sightings.bid group by oid, bid having count(*) >= (select count(*) from sightings, birds, observers where observers.oid = sightings.oid and birds.bid = sightings.bid group by oid, bid having oid <> observers.oid AND bid = birds.bid)"	"SELECT Observers.name FROM Sightings, Birds, Observers WHERE Observers.oid = Sightings.oid AND Birds.bid = Sightings.bid GROUP BY oid, bid HAVING Count(*) > (SELECT Count(*) FROM Sightings, Birds, Observers WHERE Observers.oid = Sightings.oid AND Birds.bid = Sightings.bid GROUP BY oid, bid HAVING oid <> Observers.oid AND bid = birds.bid)"	empty
2015	50134865	2	incomplete	empty	empty	empty
2015	50134930	4	replace EXISTS by IN	"select o.name from observers o where o.oid exists (select o.oid, count(s.bid) from observers o, sightings s where o.oid = s.oid group by o.oid)"	"SELECT o.name FROM Observers o WHERE o.oid EXISTS(SELECT o.oid, Count(s.bid) FROM Observers o, Sightings s WHERE o.oid = s.oid GROUP BY o.oid)"	"SELECT o.name FROM Observers o WHERE o.oid IN (SELECT o.oid, Count(s.bid) FROM Observers o, Sightings s WHERE o.oid = s.oid GROUP BY o.oid)"
2015	50134936	1	empty	"select o.name from Observers O, Birds B, Sightings S where O.oid = S.oid and B.bid = S.bid"	"SELECT o.name FROM Observers O, Birds B, Sightings S WHERE O.oid = S.oid and B.bid = S.bid"	empty
2015	50135044	1	incomplete	empty	empty	empty
2015	50135050	2	empty	"Select o.name, b.species, count(when) as cnt_observed from (Select o.name, b.species, S.when from Birds b, Observers o, Sightings s where s.oid = o.oid and s.bid = b.bid group by b.species, o.name)"	"SELECT o.name, b.species, Count(when) AS cnt_observed FROM (SELECT o.name, b.species, s.when FROM Birds b, Observers o, Sightings s WHERE s.oid = o.oid AND s.bid = b.bid GROUP BY b.species, o.name)"	empty
2015	50135056	empty	blank	empty	empty	empty
2015	50135057	8	"add FROM keyword before subselect, replace JOIN ON keyword by WHERE"	"select distinct LB2.name from (select LB.name, max(siting) as maxsitings), (select b.bid, o.oid, o.name, count(*) as sitings from birds b, observers o, sightings s join on b.bid = s.bid and o.oid = s.oid group by b.bid, o.oid) LB Group by LB.bid, LB.name having LB.siting = maxsitings) LB2"	"SELECT DISTINCT LB2.name FROM (SELECT LB.name, MAX(siting) AS maxsitings), (SELECT b.bid, o.oid, o.name, Count(*) AS sitings FROM Birds b, Observers o, Sightings s JOIN ON b.bid = s.bid AND o.oid = s.oid GROUP BY b.bid, o.oid) LB GROUP BY LB.bid, LB.name HAVING LB.siting = maxsitings) LB2"	"SELECT DISTINCT LB2.name FROM (SELECT LB.name, MAX(siting) AS maxsitings FROM (SELECT b.bid, o.oid, o.name, Count(*) AS sitings FROM Birds b, Observers o, Sightings s WHERE b.bid = s.bid AND o.oid = s.oid GROUP BY b.bid, o.oid) LB GROUP BY LB.bid, LB.name HAVING LB.siting = maxsitings) LB2"
2015	50135178	0	blank	empty	empty	empty
2015	50135204	6	empty	Select name From Observers where oid IN (select oid from sightings where oid IN (select oid FROM Sightings Natural join Birds group by oid order by count(distinct species) desc))	SELECT name FROM Observers WHERE oid IN (SELECT oid FROM Sightings WHERE oid IN (SELECT oid FROM Sightings NATURAL JOIN Birds GROUP BY oid ORDER BY Count(DISTINCT species) DESC))	empty
2015	50135546	4	empty	"SELECT name FROM Observers WHERE oid IN (SELECT oid FROM Sightings, Birds WHERE Birds.bid = Sightings.bid GROUP BY bid) LIMIT 1"	"SELECT name FROM Observers WHERE oid IN (SELECT oid FROM Sightings, Birds WHERE Birds.bid = Sightings.bid GROUP BY bid) LIMIT 1"	empty
